 0 "2748 4627 3267 1594 1664 403 3866 327 2092 1345"
2682 7319 "3401 4696 3456 2474 1857 2441 1619 1722 330 3656 3373 2321 1609 2311 33 3320 3009"
2683 7324 2393
2684 7326 4422
2685 7333 1372
2686 7335 "1336 971 4521"
2687 7336 "2782 1578 1610 2577 4422 3378 3866 2358 4670 4548"
2688 7340 2474
2689 7345 "1540 398 2484"
2690 7346 2748
2691 7350 "4465 3381 3515 189"
2692 7351 1578
2693 7353 "4548 429"
2694 7354 2577
2695 7355 4485
2696 7357 "1507 2159 1853 3450 4092 2310 421 3841 2307 3713 1635 4024 1880 1902 4558 3829 12 2180 3571 78"
2697 7360 "1499 3562 4367 3196 1476 2577 3569 2159"
2698 7361 "146 997"
2699 7363 2039
2700 7367 2908
2701 7368 "3173 3011"
2702 7369 "1348 2822"
2703 7380 "405 3897 1206"
2704 7381 "3631 1045 2498 109 542"
2705 7383 "242 4542 4068"
2706 7384 2577
2707 7385 "4072 2092 3740"
2708 7386 330
2709 7388 1950
2710 7390 1179
2711 7398 595
2712 7400 "1800 24 3534 4548 3378"
2713 7401 1578
2714 7403 "790 2131 2205 4040 3740 4009"
2715 7404 1601
2716 7406 "4553 282 2577 768"
2717 7411 "914 2174 4301 322"
2718 7412 "402 2159 893 2695"
2719 7413 "1596 2484 1703 2763 4467"
2720 7415 "422 2484 1841 2915 1763 475 945 1492 2531 977 2382 4744"
2721 7423 4589
2722 7426 893
2723 7431 1135
2724 7435 "3972 4113 893 2484"
2725 7436 "3972 3567 3562"
2726 7438 4380
2727 7442 "1105 757 3382 3374 3615 4426 46 3024 1624 2624 2270 569 3241 3936 3216 3534 1419 224"
2728 7443 1373
2729 7445 4022
2730 7448 "2092 2484 3507"
2731 7449 "4589 113 3693 4553 4735 27 2861"
2732 7451 2041
2733 7452 4744
2734 7453 1578
2735 7454 "3562 3279 4001 2644 2578 3911 1224 4748 3373 4543 4113 369"
2736 7456 3534
2737 7463 765
2738 7465 3866
2739 7468 3241
2740 7471 "2352 4407 491 3505 1860 2096 4266 2678 3001 3196"
2741 7472 "2039 1077 4422 3507"
2742 7473 2974
2743 7474 "1610 2299 2342 518 37 720"
2744 7477 "4054 2748 1835 2251 4467 1135"
2745 7478 2494
2746 7479 3452
2747 7483 1806
2748 7490 "2474 3378 2469"
2749 7491 "3046 4589 3433 833 350 4735"
2750 7493 "3866 4000 3871"
2751 7494 "41 1077 1945 1566 3401 1857 4632 2395 3871 2578 4636 3114"
2752 7495 1169
2753 7499 3106
2754 7503 3399
2755 7506 1610
2756 7508 2251
2757 7512 "1503 1355"
2758 7514 124
2759 7518 "3233 3787"
2760 7520 "2770 3967 4068 2920 1540 274 3698 4380 1505 1969 2173 2966 994 4670 3638 2073 3714"
2761 7521 "2730 2474"
2762 7526 "3373 522"
2763 7530 "3385 3544 2153 2484 3461 2577"
2764 7531 2092
2765 7532 "1466 3419 1759 1283"
2766 7539 "4523 3638 4423 1945"
2767 7544 1540
2768 7546 378
2769 7547 "3274 3241 1105 4071 3615 1355 2131 4009 3871 1566 2998 1 2770 4562 3638 3963"
2770 7549 4416
2771 7552 "1646 3175 1139 1739 4449 2883"
2772 7554 350
2773 7561 "375 1122"
2774 7562 2996
2775 7564 "838 378 1072 225"
2776 7566 4114
2777 7572 4744
2778 7573 3507
2779 7574 "24 3373 2850"
2780 7576 1540
2781 7578 "27 1780"
2782 7580 3241
2783 7582 "4467 3233 417 628 2148 3795"
2784 7584 3615
2785 7586 "2578 2402 1077"
2786 7590 "4250 63 4557 3246 3145 3159"
2787 7593 3507
2788 7595 "1505 1621 417 3569"
2789 7597 3401
2790 7599 "3714 4346 2029 4548 1077 4401 2430 576 3972 2180 2981 1203"
2791 7604 3399
2792 7607 326
2793 7611 1236
2794 7619 1883
2795 7621 546
2796 7623 "1566 417 290 1270 4413 2148 2018 1179 1532 256"
2797 7631 3999
2798 7633 "658 4422"
2799 7636 2382
2800 7638 3567
2801 7639 "4182 4273 1014 2577"
2802 7640 2748
2803 7642 "557 3667 1540 697 3450 358 3821 247 1954"
2804 7644 "3197 2039 3300 3018 1540 753 3281 1610 2730 3972 4519 4401 2131"
2805 7649 436
2806 7650 "3154 2577 3534 4706"
2807 7651 "2092 3539 1936 1748 3667 838 4141 3811"
2808 7652 "1870 468 1095 4306 4491 1374 1286 1646 3353 4465 3983 1598 4467 4748"
2809 7653 330
2810 7654 "2763 1945 2474"
2811 7655 3831
2812 7656 "3154 671 1324"
2813 7670 1451
2814 7671 1610
2815 7672 3291
2816 7674 4401
2817 7680 3053
2818 7685 "3533 1932"
2819 7687 "4511 1945"
2820 7691 "1077 2747 4148 67"
2821 7695 3399
2822 7699 802
2823 7701 1540
2824 7704 633
2825 7706 2117
2826 7707 "3669 3154 4670 1588 616 1540 2816 4519 2577 1273 3999 4246 1600 1624"
2827 7708 1805
2828 7709 4401
2829 7710 3667
2830 7712 "378 3291 861 4001"
2831 7716 "2382 3983 842"
2832 7718 295
2833 7719 "4751 3507 3291 3553"
2834 7722 "2382 821"
2835 7724 4039
2836 7732 "2956 997 1835 2573"
2837 7734 1835
2838 7735 "4021 2136 4528 3135 4144 2565 350 2239 2835 1105"
2839 7737 "1578 2577"
2840 7738 1540
2841 7740 1945
2842 7741 "2536 1007 821 1835 4370 2643 3135 4751 3561 2101 4059 3866 3197 3669 3329 1179"
2843 7742 2251
2844 7746 "378 874 2791 1117"
2845 7753 4223
2846 7754 "4502 4122"
2847 7756 "4523 3660 2223 1575 375 989 3667 1732 291 4423 3534 1127"
2848 7758 "4763 1179"
2849 7766 2148
2850 7768 4422
2851 7769 295
2852 7774 "4306 930"
2853 7778 "1968 1540"
2854 7780 350
2855 7781 2044
2856 7782 161
2857 7785 "3241 4422 4401 4548"
2858 7786 "1773 1610 487 4422 1686"
2859 7790 3795
2860 7793 375
2861 7795 1241
2862 7796 4670
2863 7798 "3267 838"
2864 7807 893
2865 7808 2340
2866 7810 "568 1855"
2867 7815 "1754 893"
2868 7818 4475
2869 7819 "842 1077 4422 857"
2870 7820 4020
2871 7822 "3274 4068 4523 4004 3241 4206 4401 2530"
2872 7825 "242 1891 1879 3751 3866 4480"
2873 7830 1773
2874 7832 1505
2875 7834 "3471 2853 807 3329 795"
2876 7843 "1857 1293 1355 3233"
2877 7844 3967
2878 7845 "2794 3268 3824 3339 1624 930 3411 4744 3378 788 2993 1983"
2879 7851 "1540 4305 43 146 1104 3948 2518"
2880 7854 4548
2881 7855 1763
2882 7856 2305
2883 7857 "3241 1954 3566"
2884 7858 "4054 3197 2313 1249 3489 3154 4339 375 1122 2730 2173 1105"
2885 7859 3507
2886 7865 539
2887 7866 1954
2888 7867 4422
2889 7868 3653
2890 7870 "2960 57 3352 4000"
2891 7871 "3901 1835 2730 4613 3443 3489 216 3567 4523 2612 8 3450 4160 2382 4080 2577 2948 2586 1566 4135"
2892 7872 "3711 4122 1721"
2893 7874 2153
2894 7875 "3795 4744 2311"
2895 7878 "2118 2677"
2896 7879 "1499 350 2159 3011 947 1139"
2897 7881 "24 3562"
2898 7882 "2059 1203"
2899 7883 2126
2900 7884 "3210 3009 1892 4496 997 3544 4335 1635 1872 4072 4339 3934 952 3411 3944 1285 362 3196 3871 3667"
2901 7892 421
2902 7893 3921
2903 7896 "1566 4422 3534 869 1118 1945"
2904 7897 "1324 2735"
2905 7900 "4107 4542 4009 2079 3241 2687 2842 947"
2906 7902 3197
2907 7904 "3482 3011 865 649 2149 1902 2881 4511 352 4308 3999 1071 893 4273 3534 1752"
2908 7905 2058
2909 7907 4423
2910 7908 4031
2911 7914 2273
2912 7918 "1566 417 3824 2987"
2913 7923 402
2914 7925 "3376 359 759 95"
2915 7926 "24 4744 4422 2846"
2916 7928 "3900 2730 1018 985 4021 1399"
2917 7934 1236
2918 7935 "1610 3288 4594 2577 816 1902 790"
2919 7937 "2564 4306 4114 1309 1550 960 2059 4607 4449 3197 732 816 2136"
2920 7938 "1013 152 3522 223 2697 2920 1610 3235"
2921 7939 4115
2922 7940 1505
2923 7941 4213
2924 7943 2847
2925 7944 3197
2926 7952 838
2927 7953 3077
2928 7963 "1889 1096 1984"
2929 7966 "24 4659"
2930 7971 3155
2931 7973 "1139 4751 3135 3543 4024 1835 2151 2987 3866 2105 4345 1902 3591 2305 247 2153 3267 857 378 790"
2932 7975 "1605 3450 132 2693 2382 535"
2933 7978 "3569 3739 2577"
2934 7979 "1118 324 3452 2362 950 2956"
2935 7982 893
2936 7984 4406
2937 7985 324
2938 7988 "4548 3566 3401"
2939 7989 "3238 760 2132 1540 208 4309"
2940 7991 1271
2941 7992 "3921 4390 2577 1540"
2942 7996 1763
2943 8000 "1610 1835 2092"
2944 8002 "2579 3197 2117"
2945 8004 3871
2946 8006 1594
2947 8009 1196
2948 8011 2577
2949 8018 3438
2950 8021 "4306 1824 1348 1139 2251 3613 1610"
2951 8022 "3464 1113 3841"
2952 8024 "930 1224 24 421 790 3740 893 1071 4401 2148"
2953 8026 322
2954 8027 "1744 2920 3410 540"
2955 8032 "2777 1168 95 783 417"
2956 8035 "1759 4320 4116 1203 1835 3198 790 3800"
2957 8036 "1540 3401 3669 274 1953 1071 2299 4548"
